epoch=1, lr=1.000000e-03, train_total=0.3854929, train_mask=0.0000000, val_total=0.2281392, val_nmse=0.2281392, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=118, lr=1.000000e-04, train_total=0.1410471, train_mask=0.0000000, val_total=0.1506420, val_nmse=0.1506420, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=119, lr=1.000000e-04, train_total=0.1403648, train_mask=0.0000000, val_total=0.1507819, val_nmse=0.1507819, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=120, lr=1.000000e-04, train_total=0.1404103, train_mask=0.0000000, val_total=0.1501018, val_nmse=0.1501018, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=121, lr=1.000000e-04, train_total=0.1405403, train_mask=0.0000000, val_total=0.1504248, val_nmse=0.1504248, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=122, lr=1.000000e-04, train_total=0.1408536, train_mask=0.0000000, val_total=0.1502977, val_nmse=0.1502977, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=123, lr=1.000000e-04, train_total=0.1404148, train_mask=0.0000000, val_total=0.1498087, val_nmse=0.1498087, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=124, lr=1.000000e-04, train_total=0.1403939, train_mask=0.0000000, val_total=0.1502352, val_nmse=0.1502352, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=125, lr=1.000000e-04, train_total=0.1405510, train_mask=0.0000000, val_total=0.1514025, val_nmse=0.1514025, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=126, lr=1.000000e-04, train_total=0.1405182, train_mask=0.0000000, val_total=0.1506114, val_nmse=0.1506114, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=127, lr=1.000000e-04, train_total=0.1400481, train_mask=0.0000000, val_total=0.1505398, val_nmse=0.1505398, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=128, lr=1.000000e-04, train_total=0.1406784, train_mask=0.0000000, val_total=0.1508856, val_nmse=0.1508856, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=129, lr=1.000000e-04, train_total=0.1404048, train_mask=0.0000000, val_total=0.1496877, val_nmse=0.1496877, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=130, lr=1.000000e-04, train_total=0.1402501, train_mask=0.0000000, val_total=0.1511348, val_nmse=0.1511348, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=131, lr=1.000000e-04, train_total=0.1398632, train_mask=0.0000000, val_total=0.1515609, val_nmse=0.1515609, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=132, lr=1.000000e-04, train_total=0.1399194, train_mask=0.0000000, val_total=0.1508886, val_nmse=0.1508886, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=133, lr=1.000000e-04, train_total=0.1400243, train_mask=0.0000000, val_total=0.1511621, val_nmse=0.1511621, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=134, lr=1.000000e-04, train_total=0.1399007, train_mask=0.0000000, val_total=0.1512301, val_nmse=0.1512301, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=135, lr=1.000000e-04, train_total=0.1398444, train_mask=0.0000000, val_total=0.1502959, val_nmse=0.1502959, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=136, lr=1.000000e-04, train_total=0.1397768, train_mask=0.0000000, val_total=0.1519906, val_nmse=0.1519906, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=137, lr=1.000000e-04, train_total=0.1397693, train_mask=0.0000000, val_total=0.1514864, val_nmse=0.1514864, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=138, lr=1.000000e-04, train_total=0.1391589, train_mask=0.0000000, val_total=0.1494591, val_nmse=0.1494591, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=139, lr=1.000000e-04, train_total=0.1401612, train_mask=0.0000000, val_total=0.1502556, val_nmse=0.1502556, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=140, lr=1.000000e-04, train_total=0.1401005, train_mask=0.0000000, val_total=0.1507822, val_nmse=0.1507822, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=141, lr=1.000000e-04, train_total=0.1394077, train_mask=0.0000000, val_total=0.1522672, val_nmse=0.1522672, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=142, lr=1.000000e-04, train_total=0.1393861, train_mask=0.0000000, val_total=0.1513659, val_nmse=0.1513659, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=143, lr=1.000000e-04, train_total=0.1393467, train_mask=0.0000000, val_total=0.1492994, val_nmse=0.1492994, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=144, lr=1.000000e-04, train_total=0.1399601, train_mask=0.0000000, val_total=0.1519199, val_nmse=0.1519199, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=145, lr=1.000000e-04, train_total=0.1395810, train_mask=0.0000000, val_total=0.1488837, val_nmse=0.1488837, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=146, lr=1.000000e-04, train_total=0.1391776, train_mask=0.0000000, val_total=0.1509645, val_nmse=0.1509645, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=147, lr=1.000000e-04, train_total=0.1391092, train_mask=0.0000000, val_total=0.1516777, val_nmse=0.1516777, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=148, lr=1.000000e-04, train_total=0.1398106, train_mask=0.0000000, val_total=0.1489289, val_nmse=0.1489289, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=149, lr=1.000000e-04, train_total=0.1392716, train_mask=0.0000000, val_total=0.1490556, val_nmse=0.1490556, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=150, lr=1.000000e-04, train_total=0.1394802, train_mask=0.0000000, val_total=0.1502939, val_nmse=0.1502939, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=151, lr=1.000000e-04, train_total=0.1386289, train_mask=0.0000000, val_total=0.1523991, val_nmse=0.1523991, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=152, lr=1.000000e-04, train_total=0.1391308, train_mask=0.0000000, val_total=0.1508419, val_nmse=0.1508419, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=153, lr=1.000000e-04, train_total=0.1395488, train_mask=0.0000000, val_total=0.1514036, val_nmse=0.1514036, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=154, lr=1.000000e-04, train_total=0.1393023, train_mask=0.0000000, val_total=0.1514255, val_nmse=0.1514255, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=155, lr=1.000000e-04, train_total=0.1392951, train_mask=0.0000000, val_total=0.1509454, val_nmse=0.1509454, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=156, lr=1.000000e-04, train_total=0.1390734, train_mask=0.0000000, val_total=0.1505262, val_nmse=0.1505262, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=157, lr=1.000000e-04, train_total=0.1394396, train_mask=0.0000000, val_total=0.1494218, val_nmse=0.1494218, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=158, lr=1.000000e-04, train_total=0.1390469, train_mask=0.0000000, val_total=0.1524421, val_nmse=0.1524421, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=159, lr=1.000000e-04, train_total=0.1389485, train_mask=0.0000000, val_total=0.1498913, val_nmse=0.1498913, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=160, lr=1.000000e-04, train_total=0.1387690, train_mask=0.0000000, val_total=0.1494941, val_nmse=0.1494941, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=161, lr=1.000000e-05, train_total=0.1370809, train_mask=0.0000000, val_total=0.1481601, val_nmse=0.1481601, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=162, lr=1.000000e-05, train_total=0.1367414, train_mask=0.0000000, val_total=0.1492867, val_nmse=0.1492867, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=163, lr=1.000000e-05, train_total=0.1368244, train_mask=0.0000000, val_total=0.1497206, val_nmse=0.1497206, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=164, lr=1.000000e-05, train_total=0.1365944, train_mask=0.0000000, val_total=0.1492105, val_nmse=0.1492105, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=165, lr=1.000000e-05, train_total=0.1365745, train_mask=0.0000000, val_total=0.1495278, val_nmse=0.1495278, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=166, lr=1.000000e-05, train_total=0.1368405, train_mask=0.0000000, val_total=0.1508286, val_nmse=0.1508286, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=167, lr=1.000000e-05, train_total=0.1363467, train_mask=0.0000000, val_total=0.1498099, val_nmse=0.1498099, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=168, lr=1.000000e-05, train_total=0.1366715, train_mask=0.0000000, val_total=0.1487879, val_nmse=0.1487879, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=169, lr=1.000000e-05, train_total=0.1365245, train_mask=0.0000000, val_total=0.1504613, val_nmse=0.1504613, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=170, lr=1.000000e-05, train_total=0.1366442, train_mask=0.0000000, val_total=0.1507000, val_nmse=0.1507000, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=171, lr=1.000000e-05, train_total=0.1364185, train_mask=0.0000000, val_total=0.1498006, val_nmse=0.1498006, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=172, lr=1.000000e-05, train_total=0.1364177, train_mask=0.0000000, val_total=0.1496897, val_nmse=0.1496897, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=173, lr=1.000000e-05, train_total=0.1362823, train_mask=0.0000000, val_total=0.1484286, val_nmse=0.1484286, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=174, lr=1.000000e-05, train_total=0.1360483, train_mask=0.0000000, val_total=0.1485703, val_nmse=0.1485703, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=175, lr=1.000000e-05, train_total=0.1361659, train_mask=0.0000000, val_total=0.1498512, val_nmse=0.1498512, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=176, lr=1.000000e-05, train_total=0.1362864, train_mask=0.0000000, val_total=0.1494094, val_nmse=0.1494094, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=177, lr=1.000000e-05, train_total=0.1363052, train_mask=0.0000000, val_total=0.1491880, val_nmse=0.1491880, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=178, lr=1.000000e-05, train_total=0.1363686, train_mask=0.0000000, val_total=0.1504458, val_nmse=0.1504458, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=179, lr=1.000000e-05, train_total=0.1365707, train_mask=0.0000000, val_total=0.1492354, val_nmse=0.1492354, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=180, lr=1.000000e-05, train_total=0.1360885, train_mask=0.0000000, val_total=0.1496968, val_nmse=0.1496968, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=181, lr=1.000000e-05, train_total=0.1361277, train_mask=0.0000000, val_total=0.1500579, val_nmse=0.1500579, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=182, lr=1.000000e-05, train_total=0.1362862, train_mask=0.0000000, val_total=0.1501602, val_nmse=0.1501602, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=183, lr=1.000000e-05, train_total=0.1364326, train_mask=0.0000000, val_total=0.1497618, val_nmse=0.1497618, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=184, lr=1.000000e-05, train_total=0.1366732, train_mask=0.0000000, val_total=0.1487436, val_nmse=0.1487436, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=185, lr=1.000000e-05, train_total=0.1361753, train_mask=0.0000000, val_total=0.1494785, val_nmse=0.1494785, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=186, lr=1.000000e-05, train_total=0.1363193, train_mask=0.0000000, val_total=0.1503549, val_nmse=0.1503549, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=187, lr=1.000000e-05, train_total=0.1364105, train_mask=0.0000000, val_total=0.1494587, val_nmse=0.1494587, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=188, lr=1.000000e-05, train_total=0.1363160, train_mask=0.0000000, val_total=0.1502169, val_nmse=0.1502169, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=189, lr=1.000000e-05, train_total=0.1363358, train_mask=0.0000000, val_total=0.1494626, val_nmse=0.1494626, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=190, lr=1.000000e-05, train_total=0.1362465, train_mask=0.0000000, val_total=0.1488268, val_nmse=0.1488268, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=191, lr=1.000000e-05, train_total=0.1360764, train_mask=0.0000000, val_total=0.1510032, val_nmse=0.1510032, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=192, lr=1.000000e-05, train_total=0.1363051, train_mask=0.0000000, val_total=0.1498768, val_nmse=0.1498768, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=193, lr=1.000000e-05, train_total=0.1361001, train_mask=0.0000000, val_total=0.1497572, val_nmse=0.1497572, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=194, lr=1.000000e-05, train_total=0.1368137, train_mask=0.0000000, val_total=0.1500827, val_nmse=0.1500827, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=195, lr=1.000000e-05, train_total=0.1359217, train_mask=0.0000000, val_total=0.1501170, val_nmse=0.1501170, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=196, lr=1.000000e-05, train_total=0.1359374, train_mask=0.0000000, val_total=0.1508310, val_nmse=0.1508310, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=197, lr=1.000000e-05, train_total=0.1362609, train_mask=0.0000000, val_total=0.1515942, val_nmse=0.1515942, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=198, lr=1.000000e-05, train_total=0.1361694, train_mask=0.0000000, val_total=0.1513845, val_nmse=0.1513845, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=199, lr=1.000000e-05, train_total=0.1358759, train_mask=0.0000000, val_total=0.1490419, val_nmse=0.1490419, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=200, lr=1.000000e-05, train_total=0.1364363, train_mask=0.0000000, val_total=0.1493431, val_nmse=0.1493431, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=201, lr=1.000000e-05, train_total=0.1361339, train_mask=0.0000000, val_total=0.1498016, val_nmse=0.1498016, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=202, lr=1.000000e-05, train_total=0.1365270, train_mask=0.0000000, val_total=0.1495537, val_nmse=0.1495537, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=203, lr=1.000000e-05, train_total=0.1361333, train_mask=0.0000000, val_total=0.1502502, val_nmse=0.1502502, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=204, lr=1.000000e-05, train_total=0.1361324, train_mask=0.0000000, val_total=0.1493972, val_nmse=0.1493972, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=205, lr=1.000000e-05, train_total=0.1359057, train_mask=0.0000000, val_total=0.1511761, val_nmse=0.1511761, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=206, lr=1.000000e-05, train_total=0.1364422, train_mask=0.0000000, val_total=0.1500144, val_nmse=0.1500144, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=207, lr=1.000000e-05, train_total=0.1363165, train_mask=0.0000000, val_total=0.1507257, val_nmse=0.1507257, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=208, lr=1.000000e-05, train_total=0.1357896, train_mask=0.0000000, val_total=0.1495137, val_nmse=0.1495137, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=209, lr=1.000000e-05, train_total=0.1359818, train_mask=0.0000000, val_total=0.1487709, val_nmse=0.1487709, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=210, lr=1.000000e-05, train_total=0.1360101, train_mask=0.0000000, val_total=0.1489201, val_nmse=0.1489201, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=211, lr=1.000000e-05, train_total=0.1359845, train_mask=0.0000000, val_total=0.1494680, val_nmse=0.1494680, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=212, lr=1.000000e-05, train_total=0.1358708, train_mask=0.0000000, val_total=0.1512476, val_nmse=0.1512476, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=213, lr=1.000000e-05, train_total=0.1360759, train_mask=0.0000000, val_total=0.1485736, val_nmse=0.1485736, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=214, lr=1.000000e-05, train_total=0.1358388, train_mask=0.0000000, val_total=0.1493939, val_nmse=0.1493939, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=215, lr=1.000000e-05, train_total=0.1357859, train_mask=0.0000000, val_total=0.1514938, val_nmse=0.1514938, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=216, lr=1.000000e-05, train_total=0.1358785, train_mask=0.0000000, val_total=0.1502122, val_nmse=0.1502122, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=217, lr=1.000000e-05, train_total=0.1358277, train_mask=0.0000000, val_total=0.1498093, val_nmse=0.1498093, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=218, lr=1.000000e-05, train_total=0.1358065, train_mask=0.0000000, val_total=0.1504272, val_nmse=0.1504272, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=219, lr=1.000000e-05, train_total=0.1361168, train_mask=0.0000000, val_total=0.1505629, val_nmse=0.1505629, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=220, lr=1.000000e-05, train_total=0.1361307, train_mask=0.0000000, val_total=0.1493746, val_nmse=0.1493746, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=221, lr=1.000000e-05, train_total=0.1365027, train_mask=0.0000000, val_total=0.1497122, val_nmse=0.1497122, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=222, lr=1.000000e-05, train_total=0.1358722, train_mask=0.0000000, val_total=0.1478145, val_nmse=0.1478145, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=223, lr=1.000000e-05, train_total=0.1360723, train_mask=0.0000000, val_total=0.1490081, val_nmse=0.1490081, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=224, lr=1.000000e-05, train_total=0.1358141, train_mask=0.0000000, val_total=0.1496408, val_nmse=0.1496408, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=225, lr=1.000000e-05, train_total=0.1356632, train_mask=0.0000000, val_total=0.1513362, val_nmse=0.1513362, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=226, lr=1.000000e-05, train_total=0.1359456, train_mask=0.0000000, val_total=0.1496249, val_nmse=0.1496249, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=227, lr=1.000000e-05, train_total=0.1358383, train_mask=0.0000000, val_total=0.1498565, val_nmse=0.1498565, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=228, lr=1.000000e-05, train_total=0.1353408, train_mask=0.0000000, val_total=0.1483051, val_nmse=0.1483051, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=229, lr=1.000000e-05, train_total=0.1359096, train_mask=0.0000000, val_total=0.1499781, val_nmse=0.1499781, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=230, lr=1.000000e-05, train_total=0.1358824, train_mask=0.0000000, val_total=0.1505096, val_nmse=0.1505096, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=231, lr=1.000000e-05, train_total=0.1358515, train_mask=0.0000000, val_total=0.1499970, val_nmse=0.1499970, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=232, lr=1.000000e-05, train_total=0.1360351, train_mask=0.0000000, val_total=0.1507390, val_nmse=0.1507390, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
